date,region,ev_sales,charging_stations,battery_cost,electricity_price,fuel_price,gdp_index,population,carbon_emission,gov_policy_index,grid_capacity,battery_degradation_index
2020-11-01,Delhi,1792.68,133.87,151.21,6.32,84.14,111.84,10274321.0,211.28,52.22,636.03,0.02363
2020-12-01,Delhi,1855.32,144.5,150.14,6.431,87.93,113.46,10277481.0,211.12,53.57,642.15,0.02477
2021-01-01,Delhi,1836.06,136.01,149.01,6.842,87.82,112.81,10288803.0,212.74,53.16,651.59,0.0247
2021-02-01,Delhi,1888.3,142.02,147.89,6.931,88.47,112.48,10296048.0,210.29,55.17,672.9,0.02654
2021-03-01,Delhi,1930.12,148.7,143.98,7.329,90.99,113.54,10304018.0,209.64,54.5,673.1,0.0248
2021-04-01,Delhi,1894.77,137.95,146.99,7.34,91.1,114.54,10312117.0,209.02,54.11,672.36,0.02639
2021-05-01,Delhi,1966.41,150.82,139.34,7.369,93.83,114.62,10318992.0,210.82,56.63,676.29,0.02619
2021-06-01,Delhi,2048.9,167.17,143.97,7.267,91.32,114.36,10328519.0,210.34,55.47,673.1,0.02673
2021-07-01,Delhi,2048.71,164.7,142.44,6.966,92.87,115.63,10338397.0,209.29,56.3,669.9,0.0248
2021-08-01,Delhi,2110.04,173.2,139.07,6.729,91.08,115.58,10343457.0,205.99,57.61,687.24,0.02719
2021-09-01,Delhi,2055.01,159.21,138.3,6.18,90.62,115.74,10352463.0,209.93,56.34,677.22,0.02626
2021-10-01,Delhi,2115.33,166.77,137.42,6.463,88.57,115.94,10363288.0,206.32,58.55,699.1,0.02631
2021-11-01,Delhi,2184.48,180.31,140.76,6.419,85.72,115.86,10369490.0,208.49,57.55,693.5,0.02806
2021-12-01,Delhi,2217.23,181.29,143.39,6.62,85.97,117.07,10375123.0,206.71,58.11,717.18,0.02765
2022-01-01,Delhi,2690.28,284.6,133.91,7.139,84.15,117.78,10383739.0,208.18,76.56,725.19,0.02695
2022-02-01,Delhi,2718.56,286.55,133.77,7.464,83.99,116.8,10389445.0,206.63,74.6,734.92,0.02978
2022-03-01,Delhi,2795.31,299.2,133.94,7.471,84.41,117.11,10400469.0,208.6,75.79,746.58,0.02866
2022-04-01,Delhi,2743.13,283.82,135.4,7.24,82.83,118.72,10405287.0,207.42,78.46,749.4,0.02808
2022-05-01,Delhi,2774.2,289.5,135.57,7.547,87.43,119.24,10415738.0,205.66,77.47,737.33,0.02837
2022-06-01,Delhi,2866.95,307.06,134.2,7.272,88.29,117.97,10427962.0,203.65,77.69,739.76,0.02779
2022-07-01,Delhi,2400.27,199.21,132.0,7.269,87.34,118.6,10430920.0,204.78,61.15,730.08,0.02832
2022-08-01,Delhi,2486.76,215.27,134.92,6.915,92.68,119.22,10440895.0,206.52,61.51,732.72,0.02904
2022-09-01,Delhi,2479.76,210.5,130.05,6.799,92.61,119.04,10449885.0,207.38,62.1,732.31,0.02609
2022-10-01,Delhi,2488.18,206.96,130.68,6.656,92.17,119.26,10460636.0,205.68,64.09,747.37,0.0288
2022-11-01,Delhi,2532.57,213.31,129.32,6.819,95.8,119.71,10463976.0,203.7,62.06,750.52,0.02955
2022-12-01,Delhi,2606.73,224.27,125.97,6.844,94.07,120.1,10469788.0,204.15,62.61,768.26,0.02896
2023-01-01,Delhi,2626.55,227.13,126.52,7.35,94.72,122.18,10482025.0,203.67,63.71,756.56,0.0284
2023-02-01,Delhi,2624.13,225.62,126.6,7.602,92.96,120.97,10487788.0,209.58,65.88,740.05,0.02909
2023-03-01,Delhi,2707.35,237.79,126.36,7.703,88.65,122.12,10498335.0,203.63,65.3,763.14,0.02762
2023-04-01,Delhi,2737.63,240.47,119.09,7.289,89.84,121.11,10503651.0,204.81,64.56,768.58,0.02871
2023-05-01,Delhi,2756.49,241.93,118.78,7.696,87.5,122.35,10506590.0,203.36,65.27,764.37,0.03031
2023-06-01,Delhi,2797.98,245.58,122.68,6.939,85.52,123.15,10522880.0,203.54,65.32,780.31,0.02852
2023-07-01,Delhi,2848.23,253.24,126.31,7.118,86.58,121.66,10525215.0,204.14,66.35,782.19,0.02882
2023-08-01,Delhi,2859.2,250.47,121.98,6.894,85.07,123.41,10537012.0,202.81,67.42,794.25,0.03003
2023-09-01,Delhi,2889.16,254.28,118.8,6.683,85.66,124.14,10543359.0,204.23,67.4,790.56,0.03073
2023-10-01,Delhi,2949.29,263.13,114.05,7.14,84.85,123.76,10551231.0,201.89,67.12,799.18,0.03133
2023-11-01,Delhi,2979.19,267.61,119.02,6.766,87.6,123.81,10559104.0,201.3,66.4,790.42,0.03166
2023-12-01,Delhi,3025.13,274.21,113.45,6.655,89.42,125.54,10567668.0,200.66,68.27,792.0,0.03078
2024-01-01,Delhi,3411.31,352.33,113.83,7.326,91.49,124.68,10575990.0,198.67,81.53,833.33,0.03052
2024-02-01,Delhi,3481.22,364.45,117.46,7.12,93.51,126.06,10584811.0,201.93,81.87,834.1,0.03148
2024-03-01,Delhi,3516.17,369.28,111.16,7.647,93.06,126.31,10587604.0,200.06,83.12,830.15,0.02884
2024-04-01,Delhi,3527.66,365.64,112.05,7.523,94.2,125.08,10599442.0,201.36,83.64,847.57,0.03288
2024-05-01,Delhi,3589.79,376.07,110.01,7.617,96.77,126.71,10607470.0,200.9,82.39,847.29,0.03121
2024-06-01,Delhi,3645.9,385.85,107.42,7.51,95.74,126.04,10615432.0,202.72,83.7,841.85,0.03023
2024-07-01,Delhi,3296.75,303.25,108.95,7.368,94.54,127.66,10623576.0,199.5,69.71,838.22,0.03143
2024-08-01,Delhi,3331.7,307.65,111.94,7.237,94.97,127.07,10632311.0,200.9,72.58,836.34,0.03421
2024-09-01,Delhi,3430.15,323.83,107.18,6.76,91.94,127.15,10636826.0,198.91,73.15,852.59,0.03008
2024-10-01,Delhi,3369.25,308.76,105.33,6.901,93.72,127.79,10650765.0,201.78,72.26,834.51,0.03374
2024-11-01,Delhi,3479.69,328.56,103.15,7.169,89.78,128.56,10659461.0,199.14,73.83,844.27,0.03287
2024-12-01,Delhi,3456.06,317.28,102.67,7.287,88.35,129.86,10664076.0,200.46,72.21,857.99,0.03158
2025-01-01,Delhi,3532.7,331.3,97.6,7.243,88.03,129.09,10671390.0,198.84,74.5,854.31,0.03102
2025-02-01,Delhi,3567.26,333.66,100.74,7.578,85.01,131.16,10677302.0,199.71,74.34,864.85,0.03374
2025-03-01,Delhi,3634.96,345.12,104.85,8.073,87.62,131.19,10687308.0,197.49,75.04,864.52,0.03521
2025-04-01,Delhi,3688.71,350.85,101.47,7.702,87.57,130.29,10696920.0,196.42,74.67,881.5,0.03344
2025-05-01,Delhi,3651.69,340.12,104.2,7.387,88.48,131.9,10703964.0,197.89,75.22,869.75,0.03253
2025-06-01,Delhi,3752.06,356.28,105.38,7.675,91.3,131.51,10714872.0,196.47,74.81,887.56,0.03168
2025-07-01,Delhi,3797.16,363.65,103.45,7.106,93.33,131.91,10721590.0,197.13,76.33,879.27,0.0353
2025-08-01,Delhi,3825.88,364.1,99.88,7.471,93.08,133.02,10727563.0,197.83,75.76,892.83,0.03235
2025-09-01,Delhi,3879.41,370.46,101.79,6.92,95.11,133.22,10735215.0,197.34,76.83,904.32,0.03438
2025-10-01,Delhi,3947.37,380.71,100.0,7.128,97.36,132.08,10742401.0,195.76,76.88,911.46,0.0342
2025-11-01,Delhi,3926.29,372.58,96.8,7.225,95.67,132.18,10749056.0,196.67,78.48,905.66,0.0347
2025-12-01,Delhi,4010.46,386.33,94.6,7.185,98.55,132.29,10759355.0,197.47,78.42,913.7,0.03404
2018-01-01,Tamil Nadu,760.59,50.0,177.22,6.527,87.15,100.55,10001025.0,219.48,41.6,529.86,0.01985
2018-02-01,Tamil Nadu,842.06,50.0,178.17,6.537,84.7,99.65,10005804.0,221.16,40.36,518.85,0.02012
2018-03-01,Tamil Nadu,826.92,50.0,175.2,6.942,90.05,101.24,10016082.0,217.1,39.52,522.77,0.02032
2018-04-01,Tamil Nadu,857.12,50.0,179.8,7.027,88.41,101.51,10027474.0,218.93,43.5,505.3,0.02202
2018-05-01,Tamil Nadu,892.06,50.0,176.86,6.689,90.03,101.78,10034473.0,218.41,41.21,533.7,0.02088
2018-06-01,Tamil Nadu,888.24,59.98,176.5,6.671,91.4,101.94,10039519.0,219.91,40.12,525.29,0.02133
2018-07-01,Tamil Nadu,954.21,62.52,173.4,6.473,88.57,102.22,10047260.0,219.08,43.05,532.7,0.02027
2018-08-01,Tamil Nadu,874.46,58.09,176.87,6.499,89.56,103.34,10053839.0,218.66,43.45,539.18,0.01984
2018-09-01,Tamil Nadu,781.54,59.14,175.49,6.325,86.07,101.86,10063835.0,216.87,42.8,548.5,0.02073
2018-10-01,Tamil Nadu,824.11,69.44,171.67,6.048,84.51,103.59,10074057.0,218.16,43.36,550.33,0.02032
2018-11-01,Tamil Nadu,821.35,65.61,173.43,6.317,83.57,103.35,10080555.0,219.23,44.95,546.47,0.02016
2018-12-01,Tamil Nadu,936.91,69.77,166.45,6.333,82.27,104.18,10085698.0,217.55,43.51,555.84,0.02157
2019-01-01,Tamil Nadu,1078.51,74.25,166.11,6.599,80.19,104.17,10095904.0,216.6,44.13,562.25,0.02206
2019-02-01,Tamil Nadu,1107.36,72.05,164.11,6.784,78.13,104.33,10105439.0,217.34,45.33,548.98,0.02358
2019-03-01,Tamil Nadu,1148.68,77.47,164.33,7.038,81.65,105.65,10112272.0,217.22,45.55,564.68,0.02119
2019-04-01,Tamil Nadu,1125.61,74.21,167.41,7.204,81.76,107.44,10120904.0,214.87,46.81,557.68,0.02128
2019-05-01,Tamil Nadu,1153.86,72.52,160.96,6.971,85.49,104.45,10126749.0,215.89,45.83,583.15,0.02148
2019-06-01,Tamil Nadu,1162.38,74.31,163.88,7.024,84.61,105.21,10133753.0,214.58,46.05,572.16,0.02329
2019-07-01,Tamil Nadu,1216.18,83.24,168.8,6.76,85.08,107.17,10146208.0,213.3,46.77,582.69,0.0223
2019-08-01,Tamil Nadu,1247.65,89.21,163.33,6.481,89.16,106.31,10155970.0,215.57,44.56,578.52,0.02023
2019-09-01,Tamil Nadu,1077.07,91.09,163.38,6.105,89.04,105.96,10161582.0,216.99,47.97,587.74,0.02455
2019-10-01,Tamil Nadu,1062.63,93.16,160.35,6.5,90.57,108.17,10168261.0,211.85,47.49,578.58,0.02218
2019-11-01,Tamil Nadu,1140.55,95.07,158.92,6.194,89.22,108.27,10175784.0,213.71,49.25,593.42,0.02269
2019-12-01,Tamil Nadu,1325.21,101.36,156.56,6.458,92.37,108.7,10183472.0,215.11,49.04,593.64,0.02371
2020-01-01,Tamil Nadu,1584.88,151.06,157.31,6.785,92.14,108.91,10192486.0,210.76,59.41,616.88,0.0229
2020-02-01,Tamil Nadu,1627.5,159.71,152.61,6.63,90.32,109.81,10200693.0,212.04,59.73,610.99,0.02329
2020-03-01,Tamil Nadu,1643.66,159.55,154.86,7.285,90.42,110.18,10207373.0,212.5,60.82,624.13,0.02454
2020-04-01,Tamil Nadu,1691.21,168.67,155.47,7.272,88.87,108.81,10215591.0,214.23,59.57,622.43,0.02468
2020-05-01,Tamil Nadu,1723.54,171.9,153.52,6.797,85.36,107.95,10224204.0,213.46,60.02,637.24,0.02544
2020-06-01,Tamil Nadu,1737.79,173.61,154.01,6.83,82.35,110.46,10235323.0,213.35,60.33,634.21,0.024
2020-07-01,Tamil Nadu,1476.72,112.1,154.67,6.751,84.71,110.52,10237527.0,214.44,51.57,635.42,0.02332
2020-08-01,Tamil Nadu,1532.44,124.29,153.86,6.587,82.13,110.42,10252169.0,211.11,53.94,624.86,0.0252
2020-09-01,Tamil Nadu,1497.34,124.45,151.07,6.515,82.25,111.58,10254822.0,213.78,52.49,638.64,0.02527
2020-10-01,Tamil Nadu,1492.42,132.58,147.03,6.471,83.77,110.56,10263349.0,214.22,52.92,646.96,0.02452
2020-11-01,Tamil Nadu,1512.39,121.39,150.6,6.498,83.79,112.16,10271187.0,214.4,52.53,648.18,0.02404
2020-12-01,Tamil Nadu,1624.02,138.3,147.72,6.382,84.98,113.18,10279602.0,213.71,54.21,652.25,0.02451
2021-01-01,Tamil Nadu,1649.9,138.57,145.61,7.182,86.73,113.23,10291892.0,212.24,54.06,639.02,0.02574
2021-02-01,Tamil Nadu,1706.68,145.73,147.68,7.009,89.65,112.68,10294845.0,210.54,54.22,663.87,0.02537
2021-03-01,Tamil Nadu,1755.61,153.6,147.06,7.025,89.25,115.05,10300655.0,211.18,55.87,671.44,0.02595
2021-04-01,Tamil Nadu,1741.56,149.83,144.67,7.147,92.77,112.93,10310460.0,211.88,56.82,660.51,0.02612
2021-05-01,Tamil Nadu,1760.63,151.66,141.16,6.887,92.64,114.71,10319672.0,208.35,56.65,662.68,0.02597
2021-06-01,Tamil Nadu,1800.3,156.84,143.08,7.198,93.07,115.17,10330012.0,211.57,56.55,673.89,0.02588
2021-07-01,Tamil Nadu,1851.71,167.17,136.91,6.875,94.21,113.85,10335537.0,211.54,57.85,667.96,0.02478
2021-08-01,Tamil Nadu,1867.17,164.49,140.24,6.803,91.52,114.43,10343766.0,208.15,58.15,695.08,0.0266
2021-09-01,Tamil Nadu,1849.83,159.33,139.94,6.737,91.7,115.12,10353564.0,209.68,57.82,687.9,0.02765
2021-10-01,Tamil Nadu,1869.51,173.2,140.56,6.543,88.44,116.68,10359018.0,206.5,57.86,684.16,0.02528
2021-11-01,Tamil Nadu,1962.15,179.64,136.36,6.577,85.81,116.74,10370522.0,208.77,57.62,692.29,0.02654
2021-12-01,Tamil Nadu,1980.19,180.4,135.47,6.539,85.39,116.22,10378989.0,208.8,59.27,699.31,0.02754
2022-01-01,Tamil Nadu,2421.71,274.28,130.94,6.901,84.63,116.99,10384768.0,207.54,73.91,727.64,0.02734
2022-02-01,Tamil Nadu,2465.33,280.4,134.45,7.367,85.68,117.02,10392370.0,208.79,76.16,737.51,0.02725
2022-03-01,Tamil Nadu,2502.49,288.2,134.27,7.365,85.09,118.01,10401033.0,208.52,77.14,725.64,0.02675
2022-04-01,Tamil Nadu,2524.68,290.0,133.98,7.44,84.57,117.61,10407851.0,208.79,77.57,731.49,0.02731
2022-05-01,Tamil Nadu,2575.35,296.63,132.9,7.315,87.5,118.57,10414991.0,204.77,77.31,748.47,0.02671
2022-06-01,Tamil Nadu,2583.7,297.64,135.66,7.197,89.33,117.9,10423090.0,206.21,77.12,737.82,0.02809
2022-07-01,Tamil Nadu,2177.7,203.3,131.25,7.142,88.52,119.51,10431179.0,206.38,62.14,735.19,0.02772
2022-08-01,Tamil Nadu,2247.18,215.66,132.01,6.859,93.89,118.6,10443129.0,207.41,63.65,741.76,0.02714
2022-09-01,Tamil Nadu,2275.79,219.92,130.73,6.785,92.66,118.61,10449191.0,203.81,60.88,740.03,0.02772
2022-10-01,Tamil Nadu,2259.26,212.77,125.42,6.695,91.93,120.35,10459061.0,207.28,64.04,746.14,0.02879
2022-11-01,Tamil Nadu,2304.15,219.86,127.59,6.455,94.91,119.8,10465913.0,205.47,63.4,750.09,0.03045
2022-12-01,Tamil Nadu,2295.92,216.03,126.77,7.028,94.18,121.31,10472730.0,207.52,62.99,746.05,0.02859
2023-01-01,Tamil Nadu,2396.04,234.59,124.05,7.476,96.48,120.67,10479662.0,206.68,64.87,757.27,0.02853
2023-02-01,Tamil Nadu,2379.73,228.83,129.06,7.259,91.72,121.89,10490833.0,204.33,64.94,753.61,0.02945
2023-03-01,Tamil Nadu,2425.42,234.17,130.04,7.249,91.31,121.93,10496513.0,202.53,64.75,770.31,0.03029
2023-04-01,Tamil Nadu,2412.16,228.48,126.96,7.426,92.09,122.08,10504419.0,203.67,66.16,770.68,0.02977
2023-05-01,Tamil Nadu,2450.7,234.19,123.19,7.626,86.08,122.27,10514620.0,206.69,65.73,773.46,0.02992
2023-06-01,Tamil Nadu,2533.45,247.85,128.29,7.449,88.59,123.44,10518835.0,205.25,63.73,790.55,0.03039
2023-07-01,Tamil Nadu,2545.97,249.52,122.45,7.326,85.54,121.69,10526967.0,203.94,65.07,780.18,0.02975
2023-08-01,Tamil Nadu,2520.77,240.45,117.19,6.949,85.38,123.18,10539743.0,203.37,65.58,784.59,0.03022
2023-09-01,Tamil Nadu,2650.62,268.71,114.83,6.795,86.23,123.97,10540313.0,203.64,66.27,774.5,0.03075
2023-10-01,Tamil Nadu,2610.14,254.23,118.32,6.971,85.34,123.57,10549171.0,200.73,67.9,791.95,0.02935
2023-11-01,Tamil Nadu,2679.53,267.15,118.66,6.646,87.31,125.06,10559586.0,201.06,67.5,792.61,0.0316
2023-12-01,Tamil Nadu,2726.6,273.87,121.68,6.696,87.8,123.78,10572119.0,202.22,69.12,800.83,0.03044
2024-01-01,Tamil Nadu,3060.05,343.17,113.62,7.371,90.23,122.48,10573772.0,200.97,79.52,826.18,0.02898
2024-02-01,Tamil Nadu,3072.99,343.76,114.19,7.452,92.61,126.13,10583335.0,202.65,79.84,823.03,0.03119
2024-03-01,Tamil Nadu,3085.83,343.34,108.13,7.746,94.31,124.38,10591825.0,201.61,81.36,826.5,0.02982
2024-04-01,Tamil Nadu,3146.85,353.95,111.0,7.223,95.29,126.3,10600398.0,202.47,79.87,829.22,0.03138
2024-05-01,Tamil Nadu,3162.68,353.53,107.57,7.727,95.28,127.28,10611763.0,199.19,82.59,837.09,0.03053
2024-06-01,Tamil Nadu,3197.01,357.24,112.38,7.582,96.41,126.78,10618269.0,201.5,82.91,845.38,0.03195
2024-07-01,Tamil Nadu,2964.9,306.04,109.7,7.19,95.69,128.4,10624013.0,199.62,70.45,814.68,0.03307
2024-08-01,Tamil Nadu,2939.71,294.91,107.55,6.96,93.48,127.6,10634311.0,202.86,72.21,831.68,0.03096
2024-09-01,Tamil Nadu,3053.46,315.01,104.75,6.998,92.9,127.62,10641154.0,201.32,72.13,850.97,0.03137
2024-10-01,Tamil Nadu,3065.17,315.53,102.91,6.927,91.45,128.33,10647316.0,201.71,72.39,845.3,0.03151
2024-11-01,Tamil Nadu,3157.2,333.23,105.89,7.001,87.57,129.32,10656766.0,199.08,72.32,846.86,0.03324
2024-12-01,Tamil Nadu,3132.13,322.49,107.64,7.101,87.2,128.76,10663999.0,199.13,72.86,860.82,0.03133
2025-01-01,Tamil Nadu,3176.7,327.42,101.92,7.605,86.43,128.22,10673249.0,200.27,73.98,875.79,0.03224
2025-02-01,Tamil Nadu,3220.16,334.16,103.17,7.515,86.82,129.65,10680249.0,197.02,72.18,876.42,0.03179
2025-03-01,Tamil Nadu,3230.48,336.48,104.55,7.803,86.65,127.97,10690458.0,198.8,75.53,855.55,0.03443
2025-04-01,Tamil Nadu,3301.36,346.5,98.49,7.879,87.72,130.16,10694717.0,197.94,74.45,876.19,0.03331
2025-05-01,Tamil Nadu,3343.29,352.68,100.81,8.035,88.83,131.4,10700317.0,199.7,76.2,877.89,0.03273
2025-06-01,Tamil Nadu,3359.0,352.31,101.07,7.481,90.29,131.05,10708030.0,196.96,74.46,883.5,0.03361
2025-07-01,Tamil Nadu,3410.25,360.24,101.7,7.411,90.4,131.69,10722275.0,195.57,75.05,887.5,0.03261
2025-08-01,Tamil Nadu,3454.19,365.59,96.57,7.207,93.05,132.79,10727185.0,194.95,75.03,897.67,0.03362
2025-09-01,Tamil Nadu,3496.73,371.11,96.73,7.077,95.94,132.17,10735090.0,198.8,77.02,904.33,0.03268
2025-10-01,Tamil Nadu,3526.7,375.56,96.56,6.922,95.91,132.6,10745503.0,196.82,77.97,898.55,0.03476
2025-11-01,Tamil Nadu,3560.27,376.96,97.37,7.169,97.63,134.39,10753260.0,196.64,79.35,919.24,0.03345
2025-12-01,Tamil Nadu,3597.57,385.63,98.4,7.299,98.18,134.32,10763195.0,195.48,78.9,895.69,0.03431
2018-01-01,Gujarat,767.09,50.0,180.73,6.552,84.58,99.94,10000995.0,219.96,39.95,511.77,0.02008
2018-02-01,Gujarat,757.24,50.0,178.97,6.606,87.54,99.35,10009879.0,220.04,41.83,516.46,0.01919
2018-03-01,Gujarat,693.1,50.0,179.09,6.992,88.92,100.26,10019797.0,217.34,40.36,497.27,0.02153
2018-04-01,Gujarat,777.48,53.98,178.98,6.968,91.25,100.61,10020992.0,219.7,40.92,517.93,0.02113
2018-05-01,Gujarat,807.58,56.2,181.26,6.802,93.63,102.14,10030631.0,221.05,39.98,520.97,0.02113
2018-06-01,Gujarat,900.58,50.0,172.67,6.731,90.07,100.57,10039330.0,219.94,41.06,528.92,0.02034
2018-07-01,Gujarat,852.24,50.0,168.0,6.716,89.58,101.58,10050732.0,217.31,42.95,516.15,0.02053
2018-08-01,Gujarat,784.15,53.79,174.34,6.428,88.09,104.34,10058216.0,219.66,42.56,526.21,0.02161
2018-09-01,Gujarat,753.8,58.07,172.06,6.397,85.7,104.02,10064314.0,218.17,41.4,542.01,0.02009
2018-10-01,Gujarat,728.23,59.36,171.89,6.511,84.53,104.02,10072921.0,216.32,43.46,542.19,0.02021
2018-11-01,Gujarat,786.61,58.37,171.29,6.423,85.89,103.44,10081764.0,221.47,42.44,546.94,0.02066
2018-12-01,Gujarat,794.1,50.0,168.45,6.537,82.89,103.92,10087516.0,216.75,44.04,548.81,0.02243
2019-01-01,Gujarat,944.84,69.55,172.08,6.96,81.63,104.77,10096467.0,217.72,44.32,555.42,0.02373
2019-02-01,Gujarat,975.61,65.75,171.87,6.827,82.77,104.28,10104512.0,215.44,45.51,561.29,0.0227
2019-03-01,Gujarat,1106.21,72.69,164.85,7.168,80.43,104.31,10113170.0,220.2,45.92,566.04,0.02232
2019-04-01,Gujarat,1082.56,73.61,169.03,7.394,82.45,105.36,10118177.0,218.51,44.54,549.42,0.02259
2019-05-01,Gujarat,1134.83,75.85,163.72,7.064,84.84,105.02,10127063.0,214.08,46.46,578.09,0.02226
2019-06-01,Gujarat,1157.06,88.41,164.47,6.937,85.8,106.11,10135841.0,213.54,47.69,565.46,0.02155
2019-07-01,Gujarat,1203.25,87.13,161.17,6.645,84.72,106.39,10142934.0,216.44,47.46,572.97,0.02451
2019-08-01,Gujarat,1116.73,86.82,163.93,6.544,89.91,106.96,10153952.0,216.03,46.04,580.78,0.02217
2019-09-01,Gujarat,1031.43,87.06,160.95,6.348,87.92,107.87,10158410.0,216.5,47.79,588.49,0.0218
2019-10-01,Gujarat,1015.39,89.26,159.99,5.945,90.86,107.13,10169035.0,213.21,48.32,593.61,0.02244
2019-11-01,Gujarat,1094.06,94.96,158.0,5.857,91.8,107.52,10174909.0,212.19,49.94,595.04,0.02286
2019-12-01,Gujarat,1208.04,96.62,159.99,6.429,88.53,109.17,10186567.0,214.03,48.84,603.2,0.0254
2020-01-01,Gujarat,1621.33,165.69,159.65,6.727,91.06,107.88,10189946.0,214.27,59.66,614.32,0.02178
2020-02-01,Gujarat,1658.19,171.66,155.7,6.91,89.31,109.03,10200181.0,214.84,59.99,618.49,0.02504
2020-03-01,Gujarat,1678.67,173.13,157.28,6.91,89.67,109.46,10207132.0,213.63,61.71,627.86,0.02317
2020-04-01,Gujarat,1698.64,175.52,159.95,7.208,87.01,109.41,10218001.0,212.25,63.18,629.97,0.02482
2020-05-01,Gujarat,1736.97,180.74,154.67,7.117,84.85,110.14,10225455.0,213.56,60.65,641.18,0.02367
2020-06-01,Gujarat,1720.06,175.61,156.15,7.017,83.9,111.32,10232734.0,212.31,62.2,637.11,0.02371
2020-07-01,Gujarat,1468.78,118.99,152.8,6.727,82.58,110.67,10236647.0,212.34,53.43,620.72,0.0245
2020-08-01,Gujarat,1453.34,134.12,152.44,6.667,84.75,110.48,10245450.0,212.01,53.95,628.76,0.02402
2020-09-01,Gujarat,1407.61,121.25,148.16,6.579,81.52,110.46,10254355.0,212.51,54.11,624.43,0.02356
2020-10-01,Gujarat,1374.26,122.97,150.57,6.229,82.14,111.76,10263013.0,210.24,52.53,645.5,0.02482
2020-11-01,Gujarat,1468.64,134.16,149.86,6.562,84.29,112.87,10271432.0,213.05,54.12,637.62,0.02522
2020-12-01,Gujarat,1583.74,136.47,151.69,6.725,88.03,112.42,10279618.0,210.9,54.69,642.77,0.02414
2021-01-01,Gujarat,1671.53,146.03,146.27,6.825,86.3,111.5,10287348.0,212.98,53.52,670.84,0.02517
2021-02-01,Gujarat,1684.49,147.12,148.85,6.795,89.33,112.05,10292517.0,212.65,56.33,669.71,0.02613
2021-03-01,Gujarat,1652.65,138.99,148.37,7.289,91.68,112.96,10302033.0,210.44,56.37,661.77,0.0244
2021-04-01,Gujarat,1710.76,148.52,148.87,7.461,93.62,113.2,10310820.0,208.28,55.97,672.96,0.02761
2021-05-01,Gujarat,1758.67,157.43,144.36,7.076,93.01,113.48,10319515.0,208.99,58.29,672.27,0.02634
2021-06-01,Gujarat,1741.4,152.43,144.89,7.237,93.01,114.46,10329010.0,206.93,58.12,665.21,0.02479
2021-07-01,Gujarat,1790.75,158.98,137.68,6.826,91.45,115.13,10336833.0,210.87,56.08,682.78,0.02493
2021-08-01,Gujarat,1809.22,160.97,141.67,6.531,91.12,115.78,10341234.0,210.76,56.35,683.29,0.0256
2021-09-01,Gujarat,1814.55,161.79,143.73,6.676,90.65,116.48,10352905.0,207.89,57.34,671.22,0.02515
2021-10-01,Gujarat,1770.21,169.6,134.64,6.958,88.46,116.62,10361486.0,209.64,57.22,690.06,0.02586
2021-11-01,Gujarat,1818.72,177.46,141.1,6.377,88.22,116.14,10367404.0,208.71,58.16,695.79,0.02872
2021-12-01,Gujarat,1937.08,180.09,137.12,6.866,84.26,115.97,10373859.0,207.01,58.7,691.81,0.02713
2022-01-01,Gujarat,2435.09,286.88,137.5,6.935,83.6,116.72,10382892.0,209.77,79.13,720.51,0.02837
2022-02-01,Gujarat,2501.93,297.24,139.13,7.001,85.48,115.52,10390877.0,206.83,77.7,738.32,0.02614
2022-03-01,Gujarat,2577.89,310.88,132.78,7.229,84.82,118.13,10400464.0,207.66,77.41,747.69,0.02781
2022-04-01,Gujarat,2593.5,312.37,135.32,7.485,84.64,117.13,10407706.0,208.61,79.34,746.2,0.02631
2022-05-01,Gujarat,2570.55,307.46,128.72,7.358,87.85,119.13,10415289.0,209.55,81.8,728.32,0.0276
2022-06-01,Gujarat,2599.03,306.32,128.38,7.255,86.95,119.55,10422551.0,206.67,80.09,764.73,0.02719
2022-07-01,Gujarat,2115.21,198.54,128.12,6.923,89.21,117.98,10429845.0,206.61,62.61,733.75,0.02858
2022-08-01,Gujarat,2160.26,207.43,131.97,6.985,91.97,121.82,10440178.0,207.0,62.38,726.87,0.02879
2022-09-01,Gujarat,2205.09,215.24,128.8,6.577,90.8,119.36,10446684.0,206.33,61.61,726.97,0.02853
2022-10-01,Gujarat,2234.67,221.42,128.67,6.533,90.88,120.41,10456641.0,204.8,62.13,730.12,0.0292
2022-11-01,Gujarat,2223.64,212.06,132.92,6.738,93.78,119.87,10465592.0,206.25,64.47,744.9,0.02926
2022-12-01,Gujarat,2309.58,228.88,125.52,7.086,94.76,121.84,10472686.0,203.69,63.21,746.9,0.03036
2023-01-01,Gujarat,2315.74,226.87,121.66,7.047,93.5,119.39,10481037.0,204.71,63.98,753.52,0.02897
2023-02-01,Gujarat,2354.21,232.36,122.47,7.169,90.6,121.38,10487590.0,203.88,63.66,759.0,0.02918
2023-03-01,Gujarat,2423.81,243.16,125.89,7.431,91.51,121.97,10496482.0,200.16,63.89,776.48,0.03022
2023-04-01,Gujarat,2400.48,235.8,131.62,7.423,90.67,121.25,10503955.0,205.19,63.53,773.52,0.02949
2023-05-01,Gujarat,2438.47,244.0,118.58,7.6,87.94,123.01,10511959.0,204.06,66.12,759.2,0.02929
2023-06-01,Gujarat,2482.12,250.06,119.32,7.261,84.86,123.56,10518249.0,204.12,66.85,768.36,0.02965
2023-07-01,Gujarat,2527.73,256.07,119.67,7.25,85.76,123.84,10527216.0,201.31,66.1,780.82,0.02873
